"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","46/3909","122/18986",0.377049180327869,1.83132661491556,4.69045933023128,9.89102948216994e-06,0.00074808876207915,0.000646157724077168,"AP3B1/AP3D1/BRD2/BRD4/CCR2/CD274/CD28/CD55/CD69/CD83/CD86/GATA3/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RA/IL2RG/IRF1/IRF4/JAK2/JUNB/LGALS1/MALT1/NCKAP1L/NFKBIZ/PRDM1/PRKCQ/PTPRC/RARA/RC3H1/RIPK2/RUNX1/RUNX3/SHB/SHH/SLC4A2/SMAD7/SYK/TARM1/TBX21/TGFBR2/TNFSF4/TYK2/ZAP70/ZBTB7B",46
"GO:1900101","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","18/3909","32/18986",0.5625,2.73206062931696,4.99307752997447,9.95240038242771e-06,0.00074808876207915,0.000646157724077168,"ABCA7/ATF6/ATF6B/BAX/BBC3/BCL2L11/BOK/DAB2IP/DDRGK1/DNAJB9/FICD/NCK1/PPP1R15A/PTPN1/PTPN2/TMEM33/UFL1/XBP1",18
"GO:0006935","GO:0006935","chemotaxis","136/3909","472/18986",0.288135593220339,1.39947361803053,4.47496498176499,1.06508716933443e-05,0.00079117181025619,0.000683370479792161,"ACKR2/ADAM17/ADGRA2/ADGRE2/ALOX5/ANO6/BCAR1/BIN2/BMP4/BSG/CASR/CCL18/CCL2/CCL7/CCR1/CCR10/CCR2/CCR6/CCR7/CCRL2/CH25H/CMTM8/CORO1B/CSF1/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/CYP7B1/CYRIB/DDT/DOCK2/EDN1/EGR3/ENPP2/F2RL1/FES/FEZF2/FGF7/FPR1/FPR2/FPR3/GPR183/HBEGF/HRAS/HRG/HSD3B7/HSPB1/IL17RC/IL1B/ITGA1/JAML/KLRK1/L1CAM/LBP/LEF1/LGR6/LOX/LRTM1/LSP1/LYN/LYST/MAPK14/MAPK3/MEGF8/MMP2/MPP1/MYCBP2/NBL1/NCKAP1L/NEDD9/NR4A1/NRP2/NTN1/PDE4B/PDGFA/PDGFB/PF4/PIK3CG/PIKFYVE/PIP5K1C/PLEC/PLEKHG5/PLXNA3/PLXNB3/PPBP/PRKCQ/PTK2B/PTPN2/PTPRJ/PTPRO/RAB13/RALBP1/RIPOR2/RNASE2/S100A4/S100A9/S1PR1/SCRIB/SEMA3B/SEMA3E/SEMA3G/SEMA4A/SEMA4C/SEMA4D/SEMA6C/SERPINE1/SLAMF1/SLC12A2/SLC8B1/SRP54/ST6GAL1/STAP1/STX4/SUCNR1/SYK/TGFB1/THBS4/TNFAIP6/TREM1/TRPM4/TSC2/TYMP/VEGFA/VEGFB/ZNF580",136
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","101/3909","331/18986",0.305135951661631,1.4820443024425,4.50488794522349,1.11931289853255e-05,0.000821783911783086,0.000709811521089003,"ABR/ADAP1/ADCYAP1/AGRN/AKT1/ANP32B/APC2/APH1B/APOC2/ARAP2/ARHGEF7/ASAP1/BAD/BBC3/BCL2L11/BMP2/BOK/CALM3/CARD8/CARD9/CASP8/CLEC7A/CORO1C/CR1/CXCL13/CYFIP2/DDRGK1/DENND1B/DOCK10/DOCK11/DOCK8/DOCK9/DVL2/DVL3/ECT2/EGLN3/EIF2AK3/EVI5L/EZH2/F2RL1/FASLG/FOXL2/GBA3/GPER1/GPIHBP1/GPR65/GRAMD4/GRN/HRAS/HSPA1A/IFI16/IFNG/ITGA6/LAPTM5/LYN/MALT1/MAP3K5/MAPK12/MEF2C/MTMR9/MTSS2/NET1/NGFR/NR1H2/PIDD1/PIN1/PINK1/PLAA/PLEK/PSME3/PYCARD/RALBP1/RALGAPA1/RALGAPA2/RALGAPB/RANGAP1/RAP1GDS1/RAPGEF3/RAPGEF6/RASGRP1/RCN3/RGP1/RGS1/RGS8/RHOC/RIC1/RIPK2/S100A9/SCRIB/SEMA4D/SNX13/SYDE1/SYK/TANK/TAX1BP3/TBC1D10A/TGM2/TNFSF10/TNFSF15/TSC2/USP50",101
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","32/3909","75/18986",0.426666666666667,2.07231858105227,4.73781266329529,1.20024956379239e-05,0.000871077671929329,0.00075238874652249,"AP3B1/AP3D1/BRD2/BRD4/CCR2/CD28/CD55/CD83/CD86/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RG/JAK2/MALT1/NCKAP1L/NFKBIZ/PRKCQ/PTPRC/RARA/RIPK2/RUNX1/RUNX3/SHB/SHH/SYK/TGFBR2/TNFSF4/TYK2/ZAP70/ZBTB7B",32
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","35/3909","85/18986",0.411764705882353,1.9999398070817,4.70458801750202,1.23207217149014e-05,0.000884011783044179,0.000763560516805076,"ABCA7/ATF3/ATF6/ATF6B/BAX/BBC3/BCL2L11/BHLHA15/BOK/CCND1/DAB2IP/DDIT3/DDRGK1/DERL1/DERL3/DNAJB9/EDEM1/EDEM3/EIF2AK3/ERLEC1/ERO1A/FICD/HERPUD1/MBTPS2/NCK1/PARP8/PPP1R15A/PTPN1/PTPN2/SELENOS/TMBIM4/TMEM33/TMTC4/UFL1/XBP1",35
"GO:0009100","GO:0009100","glycoprotein metabolic process","116/3909","392/18986",0.295918367346939,1.43727452608058,4.45442310734018,1.26399811929392e-05,0.000896728553395707,0.000774544560149235,"A4GALT/ABCA2/ABCA7/ADAMTS13/ADAMTS7/AGA/ALG13/ALG5/ALG6/ARFGEF1/B3GALT1/B3GALT4/B3GAT3/B3GNT2/B3GNT7/B3GNT9/B4GALNT2/B4GALT4/B4GAT1/BCL2/BMP2/BPNT2/CCR7/CHST10/CHST11/CHST12/CHST15/CHST3/CHST7/CHST8/CHST9/CHSY1/COG3/CTSL/DERL3/DPM3/DPY19L1/EDEM1/EDEM3/ENGASE/EOGT/ERP44/EXT1/EXT2/EXTL1/FBXO2/FKTN/FUT11/FUT2/FUT3/GALNT1/GALNT3/GALNTL6/GANC/GBGT1/GCNT1/GNPTAB/GNPTG/GPC1/GXYLT2/HBEGF/HEXB/HIF1A/HS2ST1/HS6ST1/HS6ST3/HYAL1/IDUA/IL15/LARGE2/MAN1A2/MAN1C1/MAN2A1/MAN2B1/MANBA/MGAT3/MGAT4C/MGAT5/MGAT5B/MPDU1/NDST3/NGLY1/NPC1/NUS1/OGT/OSTC/PCSK6/PGM3/PMM1/POGLUT1/POMT1/PRKCSH/RAB1B/RNF139/RPN1/RPN2/SLC39A8/SLC51B/ST3GAL1/ST6GAL1/ST6GALNAC3/ST6GALNAC6/ST8SIA4/STT3B/TET2/TM9SF2/TMEM165/TMEM260/TMTC1/TMTC4/TRIM13/TRIP11/UBE2J1/UGGT1/VEGFB/XYLT1",116
"GO:0050866","GO:0050866","negative regulation of cell activation","72/3909","219/18986",0.328767123287671,1.59682082444096,4.52323620358583,1.3050408110362e-05,0.000915558631209175,0.000790808940582287,"ADAMTS18/ADGRF5/APOE/ARG1/ATM/AXL/BANK1/BMP4/C1QTNF1/CASP3/CD274/CD69/CD84/CD86/CR1/CTLA4/CYGB/DLG5/EMILIN1/ERBB2/FBXO7/GLMN/GPER1/GRN/HLA-DRB1/HLX/ID2/IL2RA/IRF1/LAPTM5/LGALS1/LST1/LYN/MAD1L1/MARCHF7/MICA/MNDA/NR1D1/PAG1/PARP3/PDCD1LG2/PDGFA/PDGFB/PELI1/PGLYRP3/PIBF1/PKN1/PRDX2/PTPN2/PTPRC/RASSF5/RC3H1/RHBDD3/RIPOR2/RUNX1/RUNX3/SCRIB/SERPINE2/SHH/SLC4A2/SMAD7/SOX11/TARM1/TBX21/TGFB1/TIGIT/TMEM131L/TMX1/TNFSF4/UFL1/ZBTB46/ZBTB7B",72
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","87/3909","277/18986",0.314079422382672,1.52548270999166,4.48594243768849,1.32746722729373e-05,0.000920845843719034,0.000795375742511764,"ABCA7/ALOX5/ATF3/ATF6/ATF6B/BAG6/BAX/BBC3/BBS1/BCL2/BCL2L11/BHLHA15/BOK/BRSK2/CASP4/CCND1/CLU/CXCL8/DAB2IP/DDIT3/DDRGK1/DERL1/DERL3/DNAJB2/DNAJB9/DNAJC3/ECPAS/EDEM1/EDEM3/EIF2AK3/ERLEC1/ERO1A/ERP44/FBXO2/FICD/FLOT1/HERPUD1/HSPA1A/ITPR1/JKAMP/JUN/LRRK2/MAN1A2/MAN1C1/MAP3K5/MBTPS2/NCK1/NR1H2/NRBF2/NUPR1/PARP8/PIK3R2/PML/PPP1R15A/PTPN1/PTPN2/RASGRF2/RCN3/RHBDD1/RNF139/SEL1L/SELENOS/SGF29/SGTA/STT3B/THBS4/TMBIM4/TMBIM6/TMEM129/TMEM259/TMEM33/TMTC4/TMUB1/TMX1/TRAF2/TRIM13/UBE2J1/UBE4A/UBQLN1/UBXN1/UBXN6/UFC1/UFL1/UGGT1/USP19/USP25/XBP1",87
"GO:0042330","GO:0042330","taxis","136/3909","474/18986",0.286919831223629,1.39356866605572,4.41838629765574,1.34174560693936e-05,0.000920845843719034,0.000795375742511764,"ACKR2/ADAM17/ADGRA2/ADGRE2/ALOX5/ANO6/BCAR1/BIN2/BMP4/BSG/CASR/CCL18/CCL2/CCL7/CCR1/CCR10/CCR2/CCR6/CCR7/CCRL2/CH25H/CMTM8/CORO1B/CSF1/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/CYP7B1/CYRIB/DDT/DOCK2/EDN1/EGR3/ENPP2/F2RL1/FES/FEZF2/FGF7/FPR1/FPR2/FPR3/GPR183/HBEGF/HRAS/HRG/HSD3B7/HSPB1/IL17RC/IL1B/ITGA1/JAML/KLRK1/L1CAM/LBP/LEF1/LGR6/LOX/LRTM1/LSP1/LYN/LYST/MAPK14/MAPK3/MEGF8/MMP2/MPP1/MYCBP2/NBL1/NCKAP1L/NEDD9/NR4A1/NRP2/NTN1/PDE4B/PDGFA/PDGFB/PF4/PIK3CG/PIKFYVE/PIP5K1C/PLEC/PLEKHG5/PLXNA3/PLXNB3/PPBP/PRKCQ/PTK2B/PTPN2/PTPRJ/PTPRO/RAB13/RALBP1/RIPOR2/RNASE2/S100A4/S100A9/S1PR1/SCRIB/SEMA3B/SEMA3E/SEMA3G/SEMA4A/SEMA4C/SEMA4D/SEMA6C/SERPINE1/SLAMF1/SLC12A2/SLC8B1/SRP54/ST6GAL1/STAP1/STX4/SUCNR1/SYK/TGFB1/THBS4/TNFAIP6/TREM1/TRPM4/TSC2/TYMP/VEGFA/VEGFB/ZNF580",136
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","34/3909","82/18986",0.414634146341463,2.01387666984882,4.68485194112313,1.36652532113526e-05,0.00092776783630624,0.000801354577113954,"AP3B1/BIRC3/CACTIN/CD274/CTSS/GDI1/GFI1/GPS2/IRAK1/IRAK3/IRAK4/IRF1/IRF3/IRF4/IRF7/LRCH4/LY96/MAP3K7/MAPKAPK2/MFHAS1/NFKBIL1/NFKBIZ/PRKCE/RELA/S100A9/TLR1/TLR10/TLR2/TLR4/TLR5/TLR6/TLR8/TRAF3/UNC93B1",34
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","85/3909","270/18986",0.314814814814815,1.52905450858892,4.45816822473872,1.50404147711505e-05,0.00101026786026643,0.00087261353784245,"ARG1/ATAD5/ATM/BCL2/BMP4/CASP3/CCDC88B/CCR2/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD86/CR1/CSF1/CSF2RB/CTLA4/DHPS/DLG5/EFNB1/ERBB2/FCGR3A/FCRL3/GLMN/GPR183/GSTP1/HES1/HHEX/HLA-DPA1/HLA-DRB1/ICOSLG/IGF2/IGFBP2/IKZF3/IL15/IL1B/IL2RA/IL7/IRF1/JAK2/LST1/LYN/MAD1L1/MAPK3/MARCHF7/MEF2C/MNDA/MPL/MZB1/NCK1/NCKAP1L/NFATC2/PDCD1LG2/PELI1/PKN1/PRKCQ/PTPRC/PYCARD/RASSF5/RC3H1/RIPK2/RIPOR2/SCRIB/SHH/SLAMF1/SLC4A2/SOS2/SOX11/ST6GAL1/SYK/TCF3/TFRC/TGFB1/TGFBR2/TLR4/TMEM131L/TNFSF13B/TNFSF4/TYK2/ZAP70/ZBTB7B",85
"GO:0050852","GO:0050852","T cell receptor signaling pathway","53/3909","149/18986",0.355704697986577,1.72765653516837,4.54040264504221,1.54809929607423e-05,0.00102891567951712,0.000888720493402834,"BCAR1/BTN3A1/CACNB3/CCR7/CD226/CD28/CD3D/CD8A/CTLA4/CYLD/DENND1B/EIF2B4/ELF1/FOSL2/FYB1/GATA3/GBP1/HLA-DRB1/HRAS/ICOSLG/ITK/KCNN4/LAPTM5/LCP2/MALT1/MAP3K7/NFKBIZ/PDE4B/PDE4D/PHPT1/PTPN2/PTPRC/PTPRJ/RAB29/RBCK1/RC3H1/RELA/RFTN1/RIPK2/RNF31/SHB/SKAP1/STK11/THEMIS/TRAC/TRAT1/TRBC1/TRBC2/TRDC/TRGC2/TXK/UBR2/ZAP70",53
"GO:0030595","GO:0030595","leukocyte chemotaxis","77/3909","240/18986",0.320833333333333,1.55828643301782,4.43189086302619,1.77900067029897e-05,0.00117006356586122,0.00101063623605471,"ADAM17/ADGRE2/ALOX5/ANO6/BSG/CCL18/CCL2/CCL7/CCR1/CCR2/CCR6/CCR7/CH25H/CSF1/CSF3R/CX3CL1/CXCL1/CXCL10/CXCL13/CXCL2/CXCL3/CXCL6/CXCL8/CXCL9/CXCR1/CXCR2/CXCR4/CXCR5/CYP7B1/DDT/EDN1/F2RL1/FPR2/GPR183/HSD3B7/IL17RC/IL1B/ITGA1/JAML/KLRK1/LBP/LYN/LYST/MAPK3/MMP2/MPP1/NBL1/NCKAP1L/NEDD9/PDE4B/PDGFB/PF4/PIK3CG/PIKFYVE/PIP5K1C/PLEC/PPBP/PTK2B/PTPRJ/PTPRO/RIPOR2/S100A9/S1PR1/SERPINE1/SLAMF1/SLC12A2/SLC8B1/SRP54/STAP1/SYK/THBS4/TNFAIP6/TREM1/TRPM4/VEGFA/VEGFB/ZNF580",77
"GO:0070085","GO:0070085","glycosylation","77/3909","242/18986",0.318181818181818,1.54540803274495,4.34789195814392,2.45964556785605e-05,0.00160105176447867,0.00138290002029975,"A4GALT/ABCA2/ALG13/ALG5/ALG6/ARFGEF1/B3GALT1/B3GALT4/B3GAT3/B3GNT2/B3GNT7/B3GNT9/B4GALNT1/B4GALNT2/B4GALT4/B4GAT1/COG3/COG5/COG6/COG8/DERL3/DPM3/DPY19L1/EDEM3/EOGT/EXT1/EXT2/EXTL1/FKTN/FUOM/FUT11/FUT2/FUT3/GALNT1/GALNT3/GALNTL6/GBGT1/GCNT1/GXYLT2/IL15/LARGE2/MAN1A2/MAN1C1/MAN2A1/MGAT3/MGAT4C/MGAT5/MGAT5B/MPDU1/NPC1/NUS1/OGT/OSTC/PGM3/PIGB/PMM1/POGLUT1/POMT1/RPN1/RPN2/SLC39A8/SLC51B/ST3GAL1/ST6GAL1/ST6GALNAC3/ST6GALNAC6/ST8SIA4/STT3B/TET2/TMEM165/TMEM260/TMTC1/TMTC4/TRIP11/UBE2J1/UGGT1/VEGFB",77
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","34/3909","84/18986",0.404761904761905,1.96592722532861,4.51763187811125,2.51175561667073e-05,0.00161828826159786,0.00139778795381,"BRD2/BRD4/CD274/CD28/CD55/CD69/CD83/CD86/GATA3/HLA-DRA/HLA-DRB1/HLX/IFNG/IL2RA/IL2RG/IRF4/JUNB/LGALS1/MALT1/NCKAP1L/NFKBIZ/PRKCQ/RARA/RC3H1/RIPK2/RUNX1/RUNX3/SHB/SMAD7/TARM1/TBX21/TGFBR2/TNFSF4/ZBTB7B",34
"GO:0045862","GO:0045862","positive regulation of proteolysis","98/3909","325/18986",0.301538461538462,1.46457130487829,4.3013746756312,2.54726616663398e-05,0.00162458975516434,0.00140323083565451,"AGTPBP1/AKT1/ANP32B/APH1B/APOE/ATP5IF1/AURKA/AURKAIP1/AXIN1/BAD/BAG6/BBC3/BCL2L11/BOK/CARD8/CARD9/CASP8/CLEC3B/CLEC7A/CLU/COP1/CR1/CSNK1A1/CTSC/CYFIP2/DAB2IP/DDRGK1/DISC1/DNAJB2/DVL1/EGLN3/EIF2AK3/ELOB/FASLG/FBXW7/FOXL2/FZR1/GABARAP/GPER1/GRAMD4/GRN/HAMP/HERPUD1/HSPA1A/HSPA1B/HSPBP1/IFI16/IFNG/IL1B/KEAP1/LAPTM5/LRRK2/LYN/MALT1/MAP3K5/MAPK12/MELTF/MYH9/NGFR/NOP53/NUPR1/OGT/PACSIN3/PIAS1/PIDD1/PINK1/PSMC3/PSMC5/PSME3/PTK2B/PYCARD/PYHIN1/RAD23A/RCN3/RGMA/RHBDD1/RIPK2/RNF139/S100A9/SGTA/SMAD7/SNX33/SPON1/SYK/TANK/TBC1D10A/TF/TMEM259/TMX1/TNFSF10/TNFSF15/TRAF7/TRIB1/UBQLN1/UFL1/USP5/USP50/XBP1",98
"GO:0031329","GO:0031329","regulation of cellular catabolic process","134/3909","472/18986",0.283898305084746,1.37889312364773,4.24441911461986,2.7081635589962e-05,0.00168822483059698,0.00145819529655452,"ABCA2/ABCD1/ABCD2/ABHD5/AKT1/APOC2/APOE/ATF6/ATG16L1/ATG2A/ATG5/ATM/ATP5IF1/ATP6V0C/ATP6V0E1/ATP6V1A/ATP6V1B2/BAD/BAG3/BCL2/BNIP3L/BOK/C9orf72/CAPN1/CAPNS1/CASP3/CDC37/CDK16/DAPK3/DCAF12/DDIT3/DDRGK1/DRAM1/DRAM2/EHMT2/ENDOG/ERCC4/EXOC1/EXOC4/FBXO7/FBXW7/FKBP8/FLCN/FOXK1/FYCO1/FZD5/GATA4/GFAP/GPR137/GPR137B/GPSM1/HAMP/HERC1/HIF1A/HSPB1/IDH1/IFI16/IFNG/IL10RA/IL1B/ITPR1/KAT8/KEAP1/LAPTM5/LRRK2/LRSAM1/LYPLA1/LZTS1/MAP3K7/MAPK15/MAPK3/MAPK8/MTCL1/MTLN/MTMR4/MTMR9/MTOR/NEDD4/NPC1/NRBP2/NUPR1/PACSIN3/PHF23/PIK3CG/PIK3R2/PIK3R4/PIM2/PINK1/PIP4K2A/PIP4K2C/PLEKHF1/PLK2/PNPLA2/PTPN1/PYCARD/RAB39B/RASIP1/RB1CC1/RGMA/RIPK2/RNF31/RNF41/SCFD1/SLC4A4/SLC7A5/SNRNP70/SNX33/SNX5/SORL1/SPTLC1/STK11/SUPT5H/TBC1D14/TBC1D25/TIMP2/TP53INP1/TRIM13/TRIM22/TRIM65/TRIM68/TSC2/TSPAN5/UBQLN1/UBQLN4/UBR4/UFL1/ULK1/USP36/UVRAG/VPS13C/VPS13D/WDR41/WDR6/XBP1",134
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","52/3909","148/18986",0.351351351351351,1.70651234503882,4.39353291878384,2.72970152441309e-05,0.00168822483059698,0.00145819529655452,"ATAD5/BCL2/CCDC88B/CCR2/CD274/CD28/CD320/CD38/CD46/CD55/CD6/CD70/CD86/CSF1/DHPS/EFNB1/FCGR3A/FCRL3/GPR183/HES1/HLA-DPA1/ICOSLG/IGF2/IGFBP2/IL15/IL1B/IL2RA/IL7/JAK2/MEF2C/MPL/NCK1/NCKAP1L/NFATC2/PDCD1LG2/PELI1/PRKCQ/PTPRC/PYCARD/RIPK2/SHH/SLAMF1/ST6GAL1/SYK/TCF3/TFRC/TGFBR2/TLR4/TNFSF13B/TNFSF4/TYK2/ZAP70",52
"GO:0031663","GO:0031663","lipopolysaccharide-mediated signaling pathway","26/3909","58/18986",0.448275862068966,2.17727437125643,4.57214496145232,2.73477768792186e-05,0.00168822483059698,0.00145819529655452,"AKT1/CACTIN/CARD16/CARD8/CD180/CD55/CD6/CX3CL1/IRAK1/IRAK3/IRAK4/IRF3/LBP/LY96/LYN/MALT1/MAPK14/MAPK3/NFKBIL1/PRDX2/PRKCE/RIPK2/SIGIRR/TLR2/TLR4/TRIB1",26
"GO:1903829","GO:1903829","positive regulation of protein localization","140/3909","497/18986",0.28169014084507,1.36816807727923,4.23494994099811,2.75399362609264e-05,0.00168822483059698,0.00145819529655452,"ABCA7/ABHD17A/ABHD17C/ACSL4/AKAP5/AKT1/ANP32B/APBB1/APOE/ATP2C1/B3GAT3/BAD/BAG3/BAP1/BBC3/BMP4/BSG/CAMK1/CAPN10/CARD10/CASR/CD38/CDH1/CDK9/CEMIP/CEP120/CEP131/CEP135/CEP295/CLIP3/CNPY4/CNST/CROCC/CYLD/DDRGK1/DVL1/ECT2/EDEM1/EDN1/EFCAB7/EIF2AK3/EMD/EPB41/ERBB2/F2RL1/FBXW7/FZD5/GLIS2/GNA11/GOLPH3L/GPER1/GPR137B/GZMB/HDAC3/HIF1A/HLA-DRB1/HRAS/HSP90AB1/ICE1/IFNG/IL1B/ITGA3/ITPR1/JAK2/JUP/KCNN4/KIF20B/LAMTOR1/LIMK2/LRRC8A/MAP1A/MAPK14/MAPK8/MEPCE/MGAT3/MICALL2/MIEF2/MTCL1/MYO18A/MYO1C/NEDD9/NGFR/NLGN2/NR1H2/NUMA1/NUP62/OAZ3/PCNT/PCSK1/PDCD10/PECAM1/PFKFB2/PIAS1/PIK3R2/PINK1/PINX1/PKP3/PML/PPP1R9B/PRKCB/PRKCE/PTGS2/PYHIN1/RAB29/RAPGEF3/RAPGEF4/RIC3/RIPOR1/RNF31/RPH3AL/SHH/SIRT3/SLC51B/SNAP25/SNX33/SORL1/SPTBN1/STAC2/STK11/STX4/TFRC/TGFB1/TGFB3/TLR2/TLR4/TNFAIP6/TRIM28/TRPM4/TTN/TYK2/UBR5/USP36/VAMP2/VEGFA/VPS28/WWTR1/XBP1/XPO4/ZDHHC8/ZPR1",140
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","60/3909","178/18986",0.337078651685393,1.63718989022739,4.34898828926903,2.89784549777626e-05,0.00175932658393839,0.00151960906113146,"ABHD17A/AKT1/ALPK1/BANF1/BIRC3/CARD8/CSNK1A1/CYLD/DDX60/EPG5/F2RL1/FCRL3/FLOT1/GBP5/GPATCH3/GRAMD4/HSPA1A/HSPA1B/IFI16/IFIH1/IRAK1/IRAK4/IRF3/IRF7/MAP3K7/MAPK8/NOP53/OAS3/OASL/OGT/PELI1/PIK3AP1/PRKDC/PTPRS/PYCARD/RELA/RFTN1/RIOK3/RIPK2/RNF135/SLC15A2/SLC15A3/SLC15A4/SMPDL3A/SPSB3/TAB1/TAX1BP1/TIFA/TLR4/TLR6/TLR8/TRAF3IP3/TRIM11/UBQLN1/UNC93B1/USP15/USP50/WASHC4/ZCCHC3/ZDHHC12",60
"GO:0071347","GO:0071347","cellular response to interleukin-1","35/3909","88/18986",0.397727272727273,1.93176004093118,4.4608555863971,2.99455884440158e-05,0.00180072805176682,0.00155536936068617,"ADAMTS7/AKAP12/CACTIN/CCL2/CXCL8/DAB2IP/EDN1/EGR1/GBP1/HES1/HIF1A/HYAL1/IL1B/IL1RAP/IL1RN/IRAK1/IRAK3/IRAK4/MAP2K7/MAP3K7/MAPK3/MMP2/MYLK3/NFKB1/NR1D1/PYCARD/RC3H1/RELA/RPS6KA4/SIGIRR/TANK/TOLLIP/UPF1/VRK2/ZBP1",35
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","29/3909","68/18986",0.426470588235294,2.07136622876319,4.5064594431854,3.06462146969448e-05,0.00182547358109915,0.00157674318118045,"ADAM17/AGPAT1/AXL/C1QTNF4/CASP4/CSF1/CXCR4/DHX9/EDN1/GFI1/HIF1A/HSPA1A/HSPA1B/IFIH1/IL7/IRF3/IRF7/LAPTM5/NLRC5/PARP14/RIPK2/TLR2/TLR4/TRAF2/TRIM41/TRIM56/TXK/USP27X/ZBP1",29
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","37/3909","95/18986",0.389473684210526,1.89167238895397,4.43629396017682,3.10660103294125e-05,0.00183318494598047,0.00158340383193985,"AKAP5/ANP32B/B3GAT3/BAG3/CAMK1/CDH1/CEP131/ECT2/EDEM1/EFCAB7/EMD/HDAC3/ICE1/IFNG/IL1B/JAK2/JUP/KIF20B/MAPK14/OAZ3/PCNT/PDCD10/PIK3R2/PTGS2/RAB29/RAPGEF3/RIPOR1/SHH/SLC51B/SORL1/TGFB1/TRIM28/UBR5/VAMP2/XBP1/XPO4/ZPR1",37
"GO:0031346","GO:0031346","positive regulation of cell projection organization","107/3909","363/18986",0.294765840220386,1.43167670565982,4.22831927707129,3.22244715609735e-05,0.00188393808737024,0.0016272415902281,"ACTR3/AGRN/ANAPC2/ANLN/AP2A1/APBB1/APOE/ARHGEF7/ASAP1/ATF1/ATMIN/BAIAP2/BCL11A/CAMK1/CCR7/CDC42EP1/CDC42EP2/CDC42EP3/CDC42EP4/CDC42EP5/CDH4/CEP120/CEP135/COBL/CORO1B/CORO1C/CROCC/CX3CL1/DAB2IP/DBN1/DDR1/DDR2/DEF8/DISC1/DLG4/DNM3/DOCK11/DVL1/DVL2/DVL3/EHD1/ENPP2/EPS8L1/EPS8L2/EZH2/F2RL1/FBXO38/FES/FSCN1/FUZ/GDI1/GPC2/GRN/HRAS/ISLR2/ITGA3/ITGA6/KAT2A/KCTD17/L1CAM/LIMK1/LYN/MAGI2/MAP2K2/MAP6/MEGF8/MNS1/MTOR/NCK1/NEDD9/NTN1/OBSL1/PALM/PLXNA3/PLXNB2/PLXNB3/PLXNC1/PPP1R35/PPP2R5B/PROM2/PTK2B/PTPRD/RAB11FIP3/RAB8B/RGMA/RGS2/RIPOR2/RND2/RREB1/S100A9/SAXO1/SCARF1/SEMA4D/SERPINI1/SETX/SF3A2/SHOC2/SHOX2/SRF/STK11/STK25/TBC1D24/TGFB3/TOX/TWF2/VEGFA/WASHC5",107
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","95/3909","315/18986",0.301587301587302,1.46480852083308,4.23571018142046,3.33681269040054e-05,0.00193143992232479,0.00166827104972488,"ADGRE2/AP1G1/APBB1IP/ATAD5/BRD2/BRD4/CCR2/CCR6/CD180/CD19/CD28/CD46/CD69/CD84/CD86/CLEC4D/CR1/DDRGK1/DLL1/DNASE1L3/DOCK10/DOCK11/DOCK2/DYSF/ENTPD7/ERCC1/F2RL1/FCGR3A/FES/GAB2/GATA3/GPR183/GRN/HLA-DRA/HLA-DRB1/HLA-F/HLX/IFI35/IFNG/IGHE/IRF4/ITGAL/JUNB/KMT5C/LBP/LCP1/LEF1/LFNG/LGALS1/LYN/MALT1/MTOR/NBN/NCKAP1L/NFKBIZ/NKG7/PARP3/PGLYRP3/PIK3CG/PLCL2/PRKCE/PTK2B/PTPRC/PYCARD/RARA/RASGRP1/RC3H1/RIPK2/RNF168/S100A13/SBNO2/SEMA4A/SHB/SLAMF1/SLAMF6/SLC15A4/SMAD7/SPHK2/ST3GAL1/STAT4/STX4/SUCNR1/SUPT6H/SYK/TBX21/TFRC/TGFB1/TLR4/TNFSF13/TNFSF4/VAMP2/VAMP8/XBP1/ZBTB7B/ZFPM1",95
